compound_name,SMILES,DTXSID,pmids,n_articles
Trichostatin A,C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,DTXSID6037063,"['36031339', '35698848', '35478054', '35135009', '35090345', '35075221', '34838597', '34788013', '34777360', '34612549', '34332115', '34086940', '34000555', '33596783', '33383341', '32961200', '32735129', '32730838', '32267167', '32194547', '32170298', '32117228', '32103870', '32088430', '32031413', '31987896', '31683423', '31502565', '31047982', '30944181', '30866433', '30649504', '30484863', '30462553', '30449480', '30439556', '30389153', '30328580', '30327826', '30307353', '30288546', '30226605', '30194076', '30025124', '30016648', '29575999', '29476062', '29455003', '28603560', '28542535', '28460463', '28416226', '28323900', '27909741', '27830268', '27562862', '27543423', '27522594', '27377594', '27220469', '27058040', '27041069', '27035417', '26883953', '26768552', '26705709', '26589485', '26575528', '26509796', '26272509', '26264615', '26238599', '26116574', '26048279', '26048026', '25962089', '25950486', '25928815', '25814047', '25807249', '25782916', '25758465', '25634603', '25395162', '25319940', '25261965', '25133713', '25116688', '25068794', '25015661', '24935251', '24747365', '24646280', '24634414', '24502598', '24466340', '24459703', '24351065', '24287576', '24200994']",100
Vorinostat,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,DTXSID6041133,"['36149139', '36052071', '35843988', '35726868', '35486977', '35246604', '35224862', '35180323', '35151424', '34954595', '34488592', '34415354', '34398971', '34347089', '34270348', '34261912', '34250664', '34206330', '33971031', '33948878', '33771699', '33771548', '33744687', '33711981', '33557658', '33531374', '33478922', '33420926', '33409898', '33310695', '33300458', '32819881', '32681091', '32635356', '32626988', '32620606', '32606664', '32431061', '32359032', '32315286', '32279160', '32166308', '32135247', '32013816', '31969338', '31955243', '31943585', '31898184', '31823832', '31796519', '31782583', '31632011', '31617432', '31615932', '31580408', '31451695', '31434076', '31409616', '31366601', '31305287', '31246522', '31228075', '31227936', '31189612', '31177537', '31070945', '30963442', '30944181', '30878553', '30816393', '30769020', '30694564', '30672888', '30569244', '30530749', '30518936', '30503838', '30499118', '30484863', '30477419', '30449480', '30213403', '30100375', '30038413', '29951694', '29946373', '29905606', '29807520', '29789603', '29706627', '29673366', '29668549', '29667768', '29603591', '29579058', '29567781', '29497113', '29476062', '29474960', '29452193']",100
C18 Ceramide,CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H](/C=C/CCCCCCCCCCCCC)O,DTXSID70146464,"['36077094', '35525960', '35373347', '35358682', '34655810', '34288516', '33232973', '32121501', '30560257', '30535238', '30326559', '30010121', '29201542', '28714882', '28598843', '28189963', '26938296', '25959529', '25060779', '24691749', '24161280', '22997409', '22918683', '22727936', '22493506', '18760267', '18396015']",27
Zinc,[Zn],DTXSID7035012,"['36235565', '36235548', '36229648', '36201855', '36182153', '36174319', '36162444', '36159236', '36155143', '36154858', '36152156', '36150745', '36139424', '36125992', '36116626', '36116501', '36115080', '36106707', '36106385', '36087072', '36084461', '36078782', '36077451', '36077208', '36069982', '36057283', '36056708', '36053318', '36037121', '36031629', '36030963', '36030943', '36030663', '36012580', '36011873', '36011717', '36006987', '35988405', '35987914', '35978141', '35964336', '35952733', '35943131', '35940484', '35937080', '35934145', '35932984', '35932508', '35928812', '35925819', '35915387', '35897792', '35882309', '35882155', '35882153', '35872622', '35872284', '35869423', '35857903', '35846739', '35844578', '35841924', '35840034', '35836322', '35834137', '35834029', '35829735', '35817830', '35816857', '35797143', '35785740', '35780881', '35767875', '35767207', '35764259', '35748705', '35742647', '35741053', '35730599', '35728725', '35724836', '35718186', '35716813', '35710385', '35705388', '35700364', '35695652', '35690724', '35690214', '35690194', '35687997', '35680570', '35667435', '35667343', '35661739', '35660107', '35657956', '35648338', '35644974', '35644618']",100
Methyl carbamate,COC(=O)N,DTXSID8020834,"['35975746', '32593003', '32057835', '25707986', '25369005', '25261454', '24675152', '23962483', '22926007', '22738634', '20798019', '20221867', '19819864', '18751929', '17635668', '16495467', '15204533', '12871570', '12502237', '11760817', '11459652', '11459651', '11053536', '10814887', '10514036', '9023283', '8709111', '8683041', '8572722', '8167443', '1412499', '1974186', '2519718', '2493688', '2774954', '2629101', '3416473', '2900737', '3569709', '3564020', '2945104', '3710030', '4032423', '6983408', '7306972', '7020928', '159154', '175952', '14122431']",49
Benzimidazole,C1=CC=C2C(=C1)NC=N2,DTXSID8024573,"['36168121', '36125110', '36116527', '36012121', '35962624', '35792173', '35791688', '35780204', '35765101', '35713093', '35545997', '35149665', '35033885', '35014298', '34994678', '34990135', '34948408', '34885701', '34638829', '34626901', '34626606', '34598663', '34544029', '34536669', '34517799', '34500557', '34443523', '34423556', '34403955', '34337627', '34315388', '34256126', '34218593', '34216033', '34182359', '34097964', '34087041', '33911101', '33878105', '33872394', '33738676', '33677248', '33673735', '33641315', '33497988', '33406781', '33302837', '33248847', '33207866', '33199155', '33167439', '33158183', '33138762', '33023678', '32891862', '32882836', '32811204', '32750740', '32738568', '32727112', '32681791', '32652169', '32627025', '32597315', '32357823', '32290291', '32252458', '32171933', '32159244', '32098407', '31986463', '31943935', '31923857', '31916456', '31888654', '31874775', '31839606', '31787656', '31743619', '31671914', '31476616', '31423600', '31408200', '31393257', '31223095', '31185390', '31072216', '31028558', '31012155', '30884347', '30854961', '30793347', '30771925', '30734603', '30678934', '30664786', '30601653', '30580519', '30561073', '30551086']",100
Butyrate,CCCC(=O)[O-],DTXSID8040432,"['36232509', '36217930', '36194037', '36183428', '36165217', '36125780', '36108399', '36104745', '36076522', '36055381', '36041595', '35999230', '35977967', '35976555', '35965432', '35961465', '35897919', '35889745', '35887190', '35882637', '35876932', '35868435', '35867479', '35858760', '35850241', '35844149', '35817277', '35796785', '35785548', '35762770', '35748413', '35735411', '35727704', '35705957', '35690221', '35688918', '35671675', '35658766', '35657079', '35641232', '35640328', '35616338', '35604417', '35598842', '35563197', '35549583', '35511399', '35506458', '35502609', '35499209', '35461631', '35436686', '35435735', '35435281', '35422350', '35413399', '35404314', '35386023', '35379265', '35377226', '35368224', '35354782', '35341773', '35339405', '35324673', '35298872', '35293728', '35269474', '35264727', '35253214', '35236743', '35216613', '35196008', '35193072', '35183667', '35183661', '35183650', '35171455', '35164661', '35163209', '35158456', '35149851', '35147068', '35139062', '35128801', '35122287', '35120058', '35091367', '35053157', '35051268', '35043730', '34985531', '34980789', '34979689', '34979160', '34974081', '34953957', '34919457', '34905371', '34896600']",100
Selenium,[Se],DTXSID9021261,"['36235539', '36159236', '36152156', '36129345', '36125992', '36108716', '36078782', '36067902', '36037101', '36018225', '36014775', '36012394', '35995272', '35984421', '35979800', '35977585', '35972591', '35956936', '35952733', '35943131', '35929231', '35882309', '35863260', '35861683', '35849905', '35830335', '35817167', '35798109', '35793609', '35792220', '35784564', '35780881', '35742647', '35728725', '35728632', '35726791', '35718302', '35698146', '35695652', '35691383', '35690194', '35689886', '35687997', '35679623', '35671809', '35655008', '35654251', '35652959', '35650980', '35598712', '35597099', '35595136', '35589962', '35583793', '35580425', '35568183', '35552427', '35549866', '35543423', '35538346', '35526767', '35500533', '35485642', '35456914', '35445799', '35429917', '35428826', '35412194', '35384129', '35365361', '35351428', '35329330', '35259406', '35226454', '35219707', '35216387', '35212781', '35212334', '35211939', '35206273', '35189103', '35183814', '35183529', '35168523', '35167283', '35150800', '35131582', '35113771', '35094233', '35057464', '35054788', '35045346', '35041898', '35031965', '35010995', '35007609', '35007051', '35006555', '34997533', '34991154']",100
Dolutegravir,C[C@@H]1CCO[C@@H]2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)O,DTXSID90909356,"['35589352', '35583344', '35570525', '35366917', '35143957', '35120633', '35062367', '35017453', '34983415', '34983388', '34954840', '34802490', '34699933', '34555326', '34524918', '34515794', '34481501', '34465135', '34437817', '34390469', '34318591', '34166492', '34093527', '33857719', '33831047', '33571728', '33557651', '33341441', '33105469', '32998526', '32868324', '32791523', '32783976', '32728708', '32720232', '32710105', '32667979', '32614388', '32525138', '32517480', '32508203', '32357195', '32287063', '32271621', '32234251', '32122978', '32091102', '32067525', '32054536', '31977046', '31971958', '31961093', '31923088', '31868223', '31846985', '31800056', '31789892', '31619082', '31577576', '31491466', '31408460', '31371921', '31338933', '31318176', '31303142', '31294931', '31283942', '31272264', '31259764', '31195121', '31172977', '30985290', '30918967', '30890064', '30817698', '30797464', '30785209', '30783649', '30735677', '30704313', '30698801', '30688007', '30663278', '30654739', '30555137', '30548024', '30531300', '30478800', '30476165', '30464404', '30457197', '30420123', '30392419', '30387005', '30381490', '30305176', '30264826', '30069830', '29915921', '29873733']",100
Apicidin,CC[C@H](C)[C@H]1C(=O)N2CCCC[C@@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CC3=CN(C4=CC=CC=C43)OC)CCCCCC(=O)CC,NA,"['31624245', '30963442', '30944181', '26540094', '25917448', '25647264', '25316709', '24502598', '24495179', '23340162', '23176524', '23019417', '21411522', '20580868', '20537879', '19471895', '18697792', '18313654', '18288380', '17517827', '16339723', '16326434', '16326426', '14687026', '12623206', '9872769']",26
C2 Ceramide,CCCCCCCCCCCCCC=CC(O)C(CO)NC(C)=O,NA,"['34499916', '33959992', '31996991', '31385618', '30509041', '28389107', '28052715', '27826102', '24792327', '24566153', '23070113', '22212487', '19558454', '18952671', '18831956', '19277237', '17086696', '16773715', '15453638', '14674699', '14573769', '12754099', '12609706', '12406338', '12153473', '12112027', '12071851', '11689086', '11559543', '11282082', '11221856', '11182527', '10754324', '10752668', '11122015', '10573189', '10500812', '10225454', '10200332', '10197636', '9891021', '9765267', '9581540', '9281351', '9176098', '8895358', '2236016']",47
Sodium fluoride,[F-].[Na+],DTXSID2020630,"['36182826', '35793940', '35643027', '35286933', '35270647', '35264124', '35260656', '34994396', '34883469', '34780879', '34773916', '34651601', '34601834', '34394830', '34237999', '34080770', '33961201', '33893805', '33605355', '33571967', '33507734', '33396131', '33360916', '33297146', '33227158', '33213873', '33127104', '32947680', '32758781', '32703668', '32678752', '32590922', '32586185', '32585260', '32572801', '32462624', '32442269', '32382957', '32308752', '32182821', '31834608', '31784811', '31734589', '31703480', '31617262', '31598775', '31533701', '31500050', '31181490', '31173788', '31083332', '30934888', '30917615', '30901911', '30877522', '30784350', '30697954', '30676163', '30659323', '30611561', '30541189', '30444445', '30374712', '30350344', '30341975', '30315423', '30259626', '30227924', '30224946', '30171731', '30130557', '30111553', '30012495', '29981508', '29931577', '29915883', '29769014', '29763971', '29726657', '29609003', '29495066', '29414353', '29334651', '29275289', '29248268', '29243408', '29100748', '29093461', '28918527', '28912098', '28871607', '28864413', '28840484', '28758428', '28511143', '28494360', '28012895', '28002795', '27990564', '27642129']",100
Bisindolylmaleimide I,CN(C)CCCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54,DTXSID50157932,"['30399377', '29949899', '28804104', '27903287', '25758670', '27252039', '26289587', '26026912', '25272271', '24136171', '23829777', '23288142', '21832145', '21354195', '20390410', '20188755', '20118282', '19857560', '17574328', '17350151', '16293228', '16092928', '15967383', '15802613', '15798003', '15475174', '12920112', '12826600', '12790799', '12670874', '12206591', '11857775', '11567778', '11488907', '11292590', '11264178', '11025766', '10652245', '10432307', '10088607', '9763244', '9725815', '9535820', '9514311', '9258746', '9260867', '8624264', '8549674', '9018373', '7818510']",50
Nedaplatin,C(C(=O)O)O.N.N.[Pt],DTXSID8046878,"['35831424', '35725420', '35598797', '35458666', '34928359', '34407596', '34347217', '34309117', '33314747', '33144248', '33099904', '33070249', '32762232', '32692219', '32070309', '31977864', '31309738', '31176493', '31122520', '30876442', '30617703', '30575239', '30247659', '30202955', '30017831', '29664843', '29575254', '29501366', '29187484', '29124328', '29056132', '28870931', '28803267', '28741074', '28623353', '28497065', '28472560', '28466376', '28230029', '27868295', '27717315', '27428214', '27069181', '27061001', '27057601', '26886018', '26831498', '26831404', '26806272', '26782958', '26781439', '26677316', '26637886', '26611462', '26367317', '26320480', '26288183', '26269033', '26232855', '26178509', '26123313', '26050210', '25994814', '25915649', '25824784', '25773800', '25731531', '25713897', '25691281', '25627119', '25548985', '25496182', '25428244', '25227833', '25222530', '24755546', '24568487', '24533532', '24480865', '24409075', '24406134', '24335370', '24324120', '24322336', '24302759', '24220801', '24124338', '24034994', '24023517', '23996842', '23963503', '23860145', '23728706', '23667153', '23619987', '23306309', '23267988', '23214999', '23171077', '23124649']",100
Perfluoroundecanoic acid,C(=O)(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,DTXSID8047553,"['36137419', '35863418', '34998808', '34624345', '34343551', '34293314', '33993001', '33984600', '33152632', '33113464', '33041046', '32991923', '32980300', '32717646', '32653021', '32494886', '32174506', '31653559', '31195228', '30933773', '30822559', '30731307', '30684806', '30684804', '30482205', '30408670', '30229994', '30217717', '29879567', '29698896', '29516726', '29258957', '29106950', '26895313', '27451073', '27771570', '27511595', '30074732', '26950028', '26891270', '26700417', '26674688', '26100734', '24577800', '24013022', '22431138', '22107727', '20973108', '19458971', '15798805', '15461154', '8831811']",52
Atrazine,CCNC1=NC(=NC(=N1)Cl)NC(C)C,DTXSID9020112,"['36134885', '36102363', '36084878', '36064054', '36037875', '35886730', '35657547', '35628445', '35554729', '35454153', '35410624', '35338461', '35260874', '35209070', '35204751', '35122644', '35093817', '34990603', '34948848', '34699920', '34673406', '34663174', '34652459', '34582803', '34547448', '34516295', '34323786', '34218777', '34182386', '34161619', '34146662', '34107284', '33999476', '33989625', '33819127', '33766575', '33728608', '33714869', '33672371', '33463082', '33396048', '33388679', '33324343', '33315392', '33182150', '33179575', '33156498', '32841708', '32839911', '32783869', '32737625', '32681899', '32645345', '32619582', '32407980', '32376494', '32216303', '32143025', '31875570', '31683446', '31668363', '31475654', '31362416', '31319158', '31226586', '31185338', '30978632', '30875185', '30669954', '30629250', '30580161', '30558363', '30466052', '30360616', '30200320', '30200244', '29960196', '29893964', '29760359', '29575980', '29564484', '29483531', '29329451', '29324720', '29216406', '29150047', '29119411', '28973306', '28936609', '28859905', '28786932', '28718769', '28643278', '28410519', '28116766', '27957240', '27816866', '27046698', '27472050', '27431321']",100
